resi_id,layanan,id_gudang,berat_paket,estimasi_hari,hari_pengiriman,metode_pembayaran
NST-2603-00385,Express,WH-UPG05,0.78,1,3,E-Wallet
NST-2603-00386,Express,WH-KNO04,,2,4,Kartu Kredit
NST-2603-00387,Reguler,WH-SUB03,2.96,4,3,Kartu Kredit
NST-2603-00388,Reguler,WH-SUB03,14.94,3,4,Transfer Bank
NST-2603-00389,Express,WH-UPG05,1.56,1,1,E-Wallet
NST-2603-00390,Express,WH-UPG05,2.54,1,2,Transfer Bank
NST-2603-00391,Sameday,WH-SUB03,1.97,1,2,E-Wallet
NST-2603-00392,Reguler,WH-UPG05,13.4,5,5,E-Wallet
NST-2603-00393,Reguler,WH-UPG05,12.67,5,4,E-Wallet
NST-2603-00394,Express,WH-KNO04,0.65,2,3,
NST-2603-00395,Reguler,WH-JKT01,7.21,4,4,Kartu Kredit
NST-2603-00396,Kargo,WH-BDO02,27.95,5,7,Kartu Kredit
NST-2603-00397,Kargo,WH-SUB03,63.56,7,9,Kartu Kredit
NST-2603-00398,Reguler,WH-BDO02,1.85,5,6,E-Wallet
NST-2603-00399,Express,WH-SUB03,4.86,2,2,E-Wallet
NST-2603-00400,Express,WH-SUB03,,2,2,COD
NST-2603-00401,Reguler,WH-JKT01,14.6,5,8,Kartu Kredit
NST-2603-00402,Kargo,WH-SUB03,39.49,5,7,Kartu Kredit
NST-2603-00403,Reguler,WH-SUB03,3.87,3,6,COD
NST-2603-00404,Express,WH-JKT01,1.47,1,3,Kartu Kredit
NST-2603-00405,Reguler,WH-UPG05,11.84,3,4,Transfer Bank
NST-2603-00406,Kargo,WH-BDO02,42.18,7,7,Transfer Bank
NST-2603-00407,Reguler,WH-SUB03,8.56,3,3,COD
NST-2603-00408,Reguler,WH-JKT01,10.25,3,2,Kartu Kredit
NST-2603-00409,Kargo,WH-SUB03,21.19,5,6,
NST-2603-00410,Reguler,WH-JKT01,5.53,3,6,COD
NST-2603-00411,Reguler,WH-BDO02,1.73,3,4,COD
NST-2603-00412,Sameday,WH-KNO04,1.82,1,2,Kartu Kredit
NST-2603-00413,Sameday,WH-UPG05,1.69,1,1,COD
NST-2603-00414,Reguler,WH-KNO04,9.31,4,7,Kartu Kredit
NST-2603-00415,Express,WH-JKT01,1.5,2,4,Transfer Bank
NST-2603-00416,Reguler,WH-SUB03,11.18,5,4,COD
NST-2603-00417,Reguler,WH-UPG05,5.22,5,8,COD
NST-2603-00418,Reguler,WH-BDO02,1.85,5,4,Kartu Kredit
NST-2603-00419,Express,WH-UPG05,2.42,2,3,Transfer Bank
NST-2603-00420,Express,WH-SUB03,3.71,1,2,Kartu Kredit
NST-2603-00421,Express,WH-KNO04,4.55,2,2,E-Wallet
NST-2603-00422,Express,WH-JKT01,1.17,2,4,Kartu Kredit
NST-2603-00423,Reguler,WH-KNO04,9.74,3,4,Transfer Bank
NST-2603-00424,Reguler,WH-UPG05,10.97,5,8,Transfer Bank
NST-2603-00425,Reguler,WH-SUB03,8.43,4,7,COD
NST-2603-00426,Reguler,WH-JKT01,9.48,4,7,Kartu Kredit
NST-2603-00427,Reguler,WH-SUB03,12.94,3,2,Kartu Kredit
NST-2603-00428,Kargo,WH-SUB03,77.67,7,11,E-Wallet
NST-2603-00429,Reguler,WH-UPG05,7.32,3,5,Transfer Bank
NST-2603-00430,Reguler,WH-KNO04,5.75,3,5,Kartu Kredit
NST-2603-00431,Reguler,WH-SUB03,6.82,4,6,E-Wallet
NST-2603-00432,Express,WH-SUB03,2.42,1,2,Kartu Kredit
NST-2603-00433,Express,WH-SUB03,4.79,2,3,Transfer Bank
NST-2603-00434,Reguler,WH-JKT01,1.94,5,7,COD
NST-2603-00435,Reguler,WH-SUB03,7.05,3,2,Kartu Kredit
NST-2603-00436,Express,WH-SUB03,3.0,2,2,Transfer Bank
NST-2603-00437,Reguler,WH-UPG05,8.86,5,8,
NST-2603-00438,Express,WH-SUB03,2.09,1,2,Transfer Bank
NST-2603-00439,Express,WH-SUB03,0.73,2,4,E-Wallet
NST-2603-00440,Reguler,WH-UPG05,5.37,4,7,E-Wallet
NST-2603-00441,Reguler,WH-JKT01,8.1,3,6,COD
NST-2603-00442,Sameday,WH-KNO04,2.14,1,1,Kartu Kredit
NST-2603-00443,Reguler,WH-UPG05,5.9,3,2,E-Wallet
NST-2603-00444,Reguler,WH-JKT01,2.61,5,6,E-Wallet
NST-2603-00445,Express,WH-KNO04,1.52,2,4,E-Wallet
NST-2603-00446,Kargo,WH-SUB03,97.96,6,10,Kartu Kredit
NST-2603-00447,Sameday,WH-UPG05,2.02,1,1,COD
NST-2603-00448,Express,WH-SUB03,1.31,2,2,COD
NST-2603-00449,Reguler,WH-UPG05,13.9,5,6,COD
NST-2603-00450,Reguler,WH-KNO04,3.54,4,3,Kartu Kredit
NST-2603-00451,Express,WH-JKT01,3.46,1,3,Kartu Kredit
NST-2603-00452,Reguler,WH-UPG05,11.37,3,3,COD
NST-2603-00453,Reguler,WH-JKT01,11.45,3,2,Transfer Bank
NST-2603-00454,Kargo,WH-SUB03,53.59,5,8,Kartu Kredit
NST-2603-00455,Reguler,WH-SUB03,6.18,4,4,Kartu Kredit
NST-2603-00456,Reguler,WH-KNO04,11.88,5,6,COD
NST-2603-00457,Reguler,WH-KNO04,2.19,5,8,COD
NST-2603-00458,Reguler,WH-BDO02,3.2,3,3,Transfer Bank
NST-2603-00459,Reguler,WH-BDO02,10.44,5,4,Transfer Bank
NST-2603-00460,Reguler,WH-KNO04,10.27,4,6,E-Wallet
NST-2603-00461,Reguler,WH-SUB03,7.19,4,7,E-Wallet
NST-2603-00462,Express,WH-JKT01,3.9,2,2,COD
NST-2603-00463,Express,WH-KNO04,2.43,1,2,E-Wallet
NST-2603-00464,Reguler,WH-JKT01,7.81,4,7,Kartu Kredit
NST-2603-00465,Sameday,WH-BDO02,0.61,1,2,Transfer Bank
NST-2603-00466,Reguler,WH-JKT01,1.77,4,7,E-Wallet
NST-2603-00467,Reguler,WH-KNO04,14.23,3,4,E-Wallet
NST-2603-00468,Kargo,WH-SUB03,43.16,5,7,COD
NST-2603-00469,Reguler,WH-KNO04,7.96,3,2,Transfer Bank
NST-2603-00470,Sameday,WH-UPG05,0.94,1,2,Transfer Bank
NST-2603-00471,Reguler,WH-UPG05,10.85,4,7,E-Wallet
NST-2603-00472,Sameday,WH-UPG05,0.68,1,2,Kartu Kredit
NST-2603-00473,Reguler,WH-SUB03,7.11,5,4,Kartu Kredit
NST-2603-00474,Kargo,WH-KNO04,88.97,6,6,Kartu Kredit
NST-2603-00475,Reguler,WH-UPG05,9.03,5,7,Kartu Kredit
NST-2603-00476,Sameday,WH-KNO04,1.22,1,2,Kartu Kredit
NST-2603-00477,Reguler,WH-BDO02,,4,3,E-Wallet
NST-2603-00478,Reguler,WH-UPG05,7.44,3,6,Kartu Kredit
NST-2603-00479,Sameday,WH-UPG05,0.72,1,2,E-Wallet
NST-2603-00480,Reguler,WH-SUB03,7.1,3,3,COD
NST-2603-00481,Express,WH-KNO04,0.85,2,4,E-Wallet
NST-2603-00482,Express,WH-SUB03,2.03,2,4,Kartu Kredit
NST-2603-00483,Reguler,WH-SUB03,2.07,4,4,E-Wallet
NST-2603-00484,Express,WH-KNO04,2.79,1,3,Kartu Kredit
NST-2603-00485,Reguler,WH-BDO02,11.18,4,5,COD
NST-2603-00486,Kargo,WH-KNO04,38.9,7,8,Kartu Kredit
NST-2603-00487,Reguler,WH-BDO02,3.76,3,4,Transfer Bank
NST-2603-00488,Reguler,WH-SUB03,11.64,5,5,COD
NST-2603-00489,Sameday,WH-BDO02,0.94,1,1,E-Wallet
NST-2603-00490,Kargo,WH-BDO02,57.12,7,10,E-Wallet
NST-2603-00491,Reguler,WH-BDO02,7.28,5,8,Kartu Kredit
NST-2603-00492,Express,WH-UPG05,,2,4,Transfer Bank
NST-2603-00493,Reguler,WH-UPG05,7.56,4,3,COD
NST-2603-00494,Reguler,WH-SUB03,12.15,5,6,E-Wallet
NST-2603-00495,Reguler,WH-KNO04,5.93,5,4,Kartu Kredit
NST-2603-00496,Reguler,WH-BDO02,7.46,3,4,Transfer Bank
NST-2603-00497,Reguler,WH-UPG05,6.16,3,2,E-Wallet
NST-2603-00498,Reguler,WH-KNO04,10.03,4,3,Kartu Kredit
NST-2603-00499,Sameday,WH-BDO02,2.04,1,1,Kartu Kredit
NST-2603-00500,Sameday,WH-KNO04,1.66,1,2,Transfer Bank
NST-2603-00501,Express,WH-JKT01,4.59,1,2,E-Wallet
NST-2603-00502,Reguler,WH-BDO02,5.5,5,5,Kartu Kredit
NST-2603-00503,Reguler,WH-KNO04,3.11,4,7,E-Wallet
NST-2603-00504,Express,WH-BDO02,0.97,1,2,Transfer Bank
NST-2603-00505,Express,WH-BDO02,0.88,2,4,Transfer Bank
NST-2603-00506,Reguler,WH-JKT01,1.55,5,5,E-Wallet
NST-2603-00507,Kargo,WH-KNO04,99.28,7,10,Transfer Bank
NST-2603-00508,Express,WH-SUB03,2.18,1,2,Kartu Kredit
NST-2603-00509,Kargo,WH-UPG05,52.7,6,9,E-Wallet
NST-2603-00510,Express,WH-BDO02,3.19,2,4,Kartu Kredit
NST-2603-00511,Express,WH-BDO02,1.98,2,2,E-Wallet
NST-2603-00512,Reguler,WH-BDO02,4.98,5,7,COD
NST-2603-00513,Kargo,WH-BDO02,97.15,7,12,Kartu Kredit
NST-2603-00514,Kargo,WH-UPG05,46.67,7,8,Kartu Kredit
NST-2603-00515,Reguler,WH-SUB03,13.83,5,5,E-Wallet
NST-2603-00516,Reguler,WH-JKT01,2.81,4,6,E-Wallet
NST-2603-00517,Reguler,WH-SUB03,5.33,5,4,Kartu Kredit
NST-2603-00518,Express,WH-UPG05,4.06,2,4,Transfer Bank
NST-2603-00519,Sameday,WH-KNO04,2.18,1,1,Kartu Kredit
NST-2603-00520,Reguler,WH-JKT01,2.31,5,8,COD
NST-2603-00521,Reguler,WH-JKT01,,5,7,Transfer Bank
NST-2603-00522,Reguler,WH-KNO04,5.32,3,4,Transfer Bank
NST-2603-00523,Sameday,WH-BDO02,1.35,1,1,E-Wallet
NST-2603-00524,Express,WH-UPG05,1.52,2,2,E-Wallet
NST-2603-00525,Express,WH-KNO04,0.85,1,1,Kartu Kredit
NST-2603-00526,Reguler,WH-SUB03,11.79,3,6,Kartu Kredit
NST-2603-00527,Reguler,WH-SUB03,1.53,5,8,E-Wallet
NST-2603-00528,Reguler,WH-KNO04,2.83,4,7,Kartu Kredit
NST-2603-00529,Reguler,WH-UPG05,3.27,4,4,Transfer Bank
NST-2603-00530,Kargo,WH-JKT01,84.72,7,11,Kartu Kredit
NST-2603-00531,Express,WH-JKT01,2.47,1,3,Transfer Bank
NST-2603-00532,Sameday,WH-BDO02,1.41,1,2,E-Wallet
NST-2603-00533,Sameday,WH-UPG05,2.92,1,1,Kartu Kredit
NST-2603-00534,Reguler,WH-SUB03,11.53,5,6,Transfer Bank
NST-2603-00535,Express,WH-SUB03,2.9,2,2,COD
NST-2603-00536,Kargo,WH-BDO02,92.32,6,9,COD
NST-2603-00537,Express,WH-SUB03,3.55,1,2,COD
NST-2603-00538,Reguler,WH-BDO02,7.46,5,7,Transfer Bank
NST-2603-00539,Reguler,WH-BDO02,8.04,4,6,Kartu Kredit
NST-2603-00540,Reguler,WH-KNO04,12.44,4,4,COD
NST-2603-00541,Sameday,WH-JKT01,2.68,1,1,E-Wallet
NST-2603-00542,Express,WH-UPG05,,1,3,E-Wallet
NST-2603-00543,Reguler,WH-UPG05,,4,7,E-Wallet
NST-2603-00544,Express,WH-JKT01,0.88,1,2,COD
NST-2603-00545,Express,WH-UPG05,2.52,1,2,COD
NST-2603-00546,Reguler,WH-SUB03,12.63,5,5,Kartu Kredit
NST-2603-00547,Reguler,WH-SUB03,12.43,3,3,Transfer Bank
NST-2603-00548,Express,WH-UPG05,,2,2,E-Wallet
NST-2603-00549,Reguler,WH-KNO04,6.24,4,7,Kartu Kredit
NST-2603-00550,Express,WH-UPG05,2.19,2,2,Transfer Bank
NST-2603-00551,Reguler,WH-BDO02,14.03,3,4,COD
NST-2603-00552,Kargo,WH-BDO02,46.82,7,12,Transfer Bank
NST-2603-00553,Reguler,WH-JKT01,1.54,3,3,E-Wallet
NST-2603-00554,Reguler,WH-SUB03,11.62,4,4,Transfer Bank
NST-2603-00555,Kargo,WH-KNO04,69.23,6,9,Transfer Bank
NST-2603-00556,Reguler,WH-UPG05,4.58,3,2,COD
NST-2603-00557,Reguler,WH-BDO02,14.16,3,6,COD
NST-2603-00558,Reguler,WH-SUB03,6.93,5,8,Kartu Kredit
NST-2603-00559,Express,WH-SUB03,1.86,2,2,COD
NST-2603-00560,Express,WH-KNO04,2.39,1,1,COD
NST-2603-00561,Express,WH-KNO04,1.0,2,2,E-Wallet
NST-2603-00562,Reguler,WH-KNO04,8.5,4,7,
NST-2603-00563,Reguler,WH-KNO04,9.05,5,8,Transfer Bank
NST-2603-00564,Reguler,WH-BDO02,5.08,5,5,E-Wallet
NST-2603-00565,Reguler,WH-KNO04,5.94,3,6,Kartu Kredit
NST-2603-00566,Reguler,WH-SUB03,3.62,5,7,Kartu Kredit
NST-2603-00567,Reguler,WH-SUB03,8.33,5,4,Transfer Bank
NST-2603-00568,Reguler,WH-UPG05,14.35,4,3,Kartu Kredit
NST-2603-00569,Kargo,WH-SUB03,82.91,7,11,Kartu Kredit
NST-2603-00570,Reguler,WH-SUB03,1.28,5,8,COD
NST-2603-00571,Reguler,WH-BDO02,9.9,4,3,Transfer Bank
NST-2603-00572,Express,WH-SUB03,3.86,2,3,Kartu Kredit
NST-2603-00573,Reguler,WH-JKT01,5.83,4,3,Transfer Bank
NST-2603-00574,Express,WH-SUB03,3.81,1,3,Kartu Kredit
NST-2603-00575,Kargo,WH-UPG05,23.55,6,7,E-Wallet
NST-2603-00576,Kargo,WH-UPG05,85.08,7,9,Transfer Bank
NST-2603-00577,Reguler,WH-KNO04,14.73,3,5,E-Wallet
NST-2603-00578,Kargo,WH-BDO02,34.58,6,11,Transfer Bank
NST-2603-00579,Reguler,WH-UPG05,11.02,3,2,E-Wallet
NST-2603-00580,Reguler,WH-JKT01,5.11,4,3,
NST-2603-00581,Reguler,WH-JKT01,13.4,3,3,E-Wallet
NST-2603-00582,Sameday,WH-KNO04,2.83,1,2,Kartu Kredit
NST-2603-00583,Reguler,WH-BDO02,14.85,5,7,COD
NST-2603-00584,Reguler,WH-BDO02,4.55,5,7,E-Wallet
NST-2603-00585,Express,WH-SUB03,2.11,1,2,COD
NST-2603-00586,Reguler,WH-JKT01,4.83,3,4,COD
NST-2603-00587,Reguler,WH-JKT01,13.45,4,6,Kartu Kredit
NST-2603-00588,Reguler,WH-JKT01,13.52,5,7,E-Wallet
NST-2603-00589,Reguler,WH-JKT01,14.63,4,5,COD
NST-2603-00590,Reguler,WH-UPG05,6.14,4,6,Kartu Kredit
NST-2603-00591,Reguler,WH-BDO02,12.22,5,6,Transfer Bank
NST-2603-00592,Express,WH-SUB03,2.44,2,2,Transfer Bank
NST-2603-00593,Reguler,WH-UPG05,5.11,3,6,COD
NST-2603-00594,Reguler,WH-BDO02,5.59,3,2,COD
NST-2603-00595,Kargo,WH-KNO04,55.67,6,8,COD
NST-2603-00596,Reguler,WH-JKT01,3.33,5,7,Kartu Kredit
NST-2603-00597,Express,WH-SUB03,2.51,2,3,Kartu Kredit
NST-2603-00598,Reguler,WH-BDO02,9.61,5,6,E-Wallet
NST-2603-00599,Reguler,WH-KNO04,9.95,4,5,Transfer Bank
NST-2603-00600,Reguler,WH-JKT01,10.4,3,2,COD
NST-2603-00601,Reguler,WH-KNO04,8.18,4,5,COD
NST-2603-00602,Reguler,WH-KNO04,14.34,5,5,Kartu Kredit
NST-2603-00603,Reguler,WH-UPG05,10.49,3,6,Kartu Kredit
NST-2603-00604,Reguler,WH-KNO04,2.77,4,3,E-Wallet
NST-2603-00605,Reguler,WH-UPG05,6.07,3,4,Transfer Bank
NST-2603-00606,Reguler,WH-UPG05,9.47,5,4,COD
NST-2603-00607,Reguler,WH-KNO04,14.28,5,7,Kartu Kredit
NST-2603-00608,Reguler,WH-BDO02,11.68,4,6,Transfer Bank
NST-2603-00609,Reguler,WH-KNO04,8.41,5,5,E-Wallet
NST-2603-00610,Express,WH-KNO04,3.42,2,3,Transfer Bank
NST-2603-00611,Reguler,WH-BDO02,1.36,3,2,COD
NST-2603-00612,Express,WH-JKT01,2.83,1,2,Kartu Kredit
NST-2603-00613,Express,WH-SUB03,3.99,1,2,COD
NST-2603-00614,Reguler,WH-JKT01,4.0,5,7,Transfer Bank
NST-2603-00615,Kargo,WH-KNO04,75.52,7,9,Kartu Kredit
NST-2603-00616,Kargo,WH-JKT01,29.81,6,7,E-Wallet
NST-2603-00617,Reguler,WH-SUB03,3.42,3,5,E-Wallet
NST-2603-00618,Reguler,WH-JKT01,14.96,5,7,
NST-2603-00619,Express,WH-SUB03,2.06,2,4,E-Wallet
NST-2603-00620,Express,WH-JKT01,2.94,1,3,E-Wallet
NST-2603-00621,Reguler,WH-UPG05,10.97,4,4,Kartu Kredit
NST-2603-00622,Reguler,WH-KNO04,12.11,5,5,COD
NST-2603-00623,Reguler,WH-SUB03,2.7,5,5,Transfer Bank
NST-2603-00624,Reguler,WH-KNO04,4.31,3,3,COD
NST-2603-00625,Express,WH-UPG05,2.12,2,2,
NST-2603-00626,Reguler,WH-JKT01,7.54,5,6,Transfer Bank
NST-2603-00627,Reguler,WH-KNO04,9.57,5,5,Kartu Kredit
NST-2603-00628,Express,WH-JKT01,1.89,1,1,E-Wallet
NST-2603-00629,Reguler,WH-JKT01,8.36,5,7,E-Wallet
NST-2603-00630,Reguler,WH-KNO04,2.03,4,7,
NST-2603-00631,Express,WH-SUB03,0.83,2,4,Transfer Bank
NST-2603-00632,Kargo,WH-SUB03,61.39,6,11,Kartu Kredit
NST-2603-00633,Reguler,WH-KNO04,9.96,3,6,Transfer Bank
NST-2603-00634,Reguler,WH-SUB03,7.06,3,3,COD
NST-2603-00635,Reguler,WH-BDO02,8.25,3,2,Transfer Bank
NST-2603-00636,Reguler,WH-JKT01,3.27,4,4,COD
NST-2603-00637,Reguler,WH-KNO04,5.84,5,5,Kartu Kredit
NST-2603-00638,Reguler,WH-UPG05,12.84,5,6,Transfer Bank
NST-2603-00639,Reguler,WH-KNO04,9.89,4,4,E-Wallet
NST-2603-00640,Reguler,WH-KNO04,2.75,5,6,Kartu Kredit
NST-2603-00641,Reguler,WH-JKT01,8.47,4,7,Transfer Bank
NST-2603-00642,Reguler,WH-UPG05,9.29,5,5,Transfer Bank
NST-2603-00643,Reguler,WH-JKT01,3.4,5,5,COD
NST-2603-00644,Reguler,WH-SUB03,5.73,5,8,Transfer Bank
NST-2603-00645,Reguler,WH-KNO04,12.55,5,4,COD
NST-2603-00646,Kargo,WH-JKT01,23.64,5,5,COD
NST-2603-00647,Reguler,WH-BDO02,4.71,5,8,E-Wallet
NST-2603-00648,Express,WH-KNO04,2.37,1,3,E-Wallet
NST-2603-00649,Express,WH-SUB03,4.5,1,2,E-Wallet
NST-2603-00650,Reguler,WH-JKT01,9.99,5,6,Kartu Kredit
NST-2603-00651,Reguler,WH-JKT01,4.43,4,6,E-Wallet
NST-2603-00652,Reguler,WH-BDO02,5.16,5,7,COD
NST-2603-00653,Reguler,WH-SUB03,3.21,3,2,Transfer Bank
NST-2603-00654,Express,WH-BDO02,2.59,2,3,COD
NST-2603-00655,Reguler,WH-KNO04,3.01,4,7,E-Wallet
NST-2603-00656,Reguler,WH-UPG05,,5,6,Transfer Bank
NST-2603-00657,Reguler,WH-JKT01,2.83,4,6,COD
NST-2603-00658,Reguler,WH-BDO02,8.86,4,7,Transfer Bank
NST-2603-00659,Express,WH-JKT01,2.6,2,2,COD
NST-2603-00660,Reguler,WH-JKT01,4.47,4,6,Transfer Bank
NST-2603-00661,Reguler,WH-BDO02,5.06,3,2,Transfer Bank
NST-2603-00662,Sameday,WH-JKT01,2.66,1,2,E-Wallet
NST-2603-00663,Express,WH-SUB03,4.83,2,2,Kartu Kredit
NST-2603-00664,Reguler,WH-SUB03,14.07,3,4,E-Wallet
NST-2603-00665,Reguler,WH-UPG05,3.66,5,6,Transfer Bank
NST-2603-00666,Reguler,WH-SUB03,14.94,3,5,Transfer Bank
NST-2603-00667,Reguler,WH-BDO02,13.31,4,6,E-Wallet
NST-2603-00668,Reguler,WH-SUB03,2.26,4,3,COD
NST-2603-00669,Reguler,WH-UPG05,7.4,4,7,Transfer Bank
NST-2603-00670,Reguler,WH-KNO04,9.17,3,3,COD
NST-2603-00671,Reguler,WH-KNO04,4.94,3,2,E-Wallet
NST-2603-00672,Kargo,WH-BDO02,73.8,7,12,Kartu Kredit
NST-2603-00673,Reguler,WH-UPG05,1.11,4,7,Kartu Kredit
NST-2603-00674,Reguler,WH-SUB03,2.88,3,5,Transfer Bank
NST-2603-00675,Reguler,WH-UPG05,11.69,4,5,COD
NST-2603-00676,Sameday,WH-JKT01,0.61,1,2,E-Wallet
NST-2603-00677,Reguler,WH-UPG05,8.87,3,6,Transfer Bank
NST-2603-00678,Reguler,WH-SUB03,5.04,4,7,Kartu Kredit
NST-2603-00679,Sameday,WH-BDO02,1.76,1,2,Kartu Kredit
NST-2603-00680,Kargo,WH-JKT01,86.02,7,9,COD
NST-2603-00681,Express,WH-UPG05,4.89,1,1,Transfer Bank
NST-2603-00682,Reguler,WH-KNO04,12.13,4,5,COD
NST-2603-00683,Reguler,WH-SUB03,14.15,4,7,COD
NST-2603-00684,Express,WH-BDO02,3.21,1,1,Transfer Bank
NST-2603-00685,Kargo,WH-SUB03,23.22,6,10,E-Wallet
NST-2603-00686,Reguler,WH-UPG05,10.99,3,3,Kartu Kredit
NST-2603-00687,Reguler,WH-BDO02,7.4,4,7,Transfer Bank
NST-2603-00688,Reguler,WH-KNO04,2.96,5,8,Kartu Kredit
NST-2603-00689,Express,WH-JKT01,2.27,2,2,E-Wallet
NST-2603-00690,Reguler,WH-UPG05,9.31,5,6,Kartu Kredit
NST-2603-00691,Reguler,WH-BDO02,8.45,5,8,Kartu Kredit
NST-2603-00692,Reguler,WH-JKT01,5.2,5,8,COD
NST-2603-00693,Reguler,WH-BDO02,5.64,3,4,COD
NST-2603-00694,Reguler,WH-UPG05,9.17,3,5,COD
NST-2603-00695,Reguler,WH-BDO02,9.36,5,4,E-Wallet
NST-2603-00696,Express,WH-KNO04,4.02,2,4,COD
NST-2603-00697,Reguler,WH-BDO02,4.19,5,8,Kartu Kredit
NST-2603-00698,Reguler,WH-UPG05,7.73,3,6,Kartu Kredit
NST-2603-00699,Reguler,WH-BDO02,11.84,5,8,Kartu Kredit
NST-2603-00700,Reguler,WH-JKT01,12.5,4,4,Transfer Bank
NST-2603-00701,Reguler,WH-JKT01,9.02,3,2,Kartu Kredit
NST-2603-00702,Reguler,WH-SUB03,3.67,5,4,COD
NST-2603-00703,Reguler,WH-SUB03,6.86,4,5,E-Wallet
NST-2603-00704,Reguler,WH-KNO04,6.75,4,4,E-Wallet
NST-2603-00705,Reguler,WH-JKT01,13.22,5,7,Kartu Kredit
NST-2603-00706,Sameday,WH-SUB03,2.26,1,1,Kartu Kredit
NST-2603-00707,Reguler,WH-BDO02,8.85,5,5,Transfer Bank
NST-2603-00708,Express,WH-KNO04,2.2,2,4,Kartu Kredit
NST-2603-00709,Reguler,WH-UPG05,13.77,3,5,Kartu Kredit
NST-2603-00710,Express,WH-SUB03,2.09,2,4,Kartu Kredit
NST-2603-00711,Express,WH-SUB03,2.68,2,4,Transfer Bank
NST-2603-00712,Reguler,WH-JKT01,,3,4,E-Wallet
NST-2603-00713,Reguler,WH-KNO04,11.8,3,4,Kartu Kredit
NST-2603-00714,Reguler,WH-JKT01,10.66,5,5,E-Wallet
NST-2603-00715,Reguler,WH-JKT01,7.72,4,5,Transfer Bank
NST-2603-00716,Kargo,WH-KNO04,41.88,7,12,Transfer Bank
NST-2603-00717,Express,WH-BDO02,3.54,1,3,Kartu Kredit
NST-2603-00718,Sameday,WH-SUB03,2.74,1,2,Transfer Bank
NST-2603-00719,Reguler,WH-JKT01,14.36,4,5,Transfer Bank
NST-2603-00720,Express,WH-SUB03,0.69,1,2,E-Wallet
NST-2603-00721,Kargo,WH-KNO04,47.71,7,7,COD
NST-2603-00722,Reguler,WH-BDO02,,4,5,E-Wallet
NST-2603-00723,Reguler,WH-UPG05,12.59,3,3,Kartu Kredit
NST-2603-00724,Express,WH-BDO02,3.63,2,4,Transfer Bank
NST-2603-00725,Reguler,WH-KNO04,9.62,3,2,Kartu Kredit
NST-2603-00726,Express,WH-BDO02,0.73,1,1,E-Wallet
NST-2603-00727,Reguler,WH-UPG05,9.93,5,5,Transfer Bank
NST-2603-00728,Express,WH-JKT01,2.36,1,1,Kartu Kredit
NST-2603-00729,Reguler,WH-BDO02,2.41,5,7,Kartu Kredit
NST-2603-00730,Reguler,WH-KNO04,14.5,3,2,E-Wallet
NST-2603-00731,Reguler,WH-BDO02,10.14,3,5,
NST-2603-00732,Express,WH-UPG05,3.43,2,3,Transfer Bank
NST-2603-00733,Express,WH-KNO04,1.78,2,3,Kartu Kredit
NST-2603-00734,Reguler,WH-BDO02,10.13,3,2,Transfer Bank
NST-2603-00735,Reguler,WH-KNO04,11.34,3,6,Kartu Kredit
NST-2603-00736,Kargo,WH-UPG05,53.43,5,6,E-Wallet
NST-2603-00737,Reguler,WH-JKT01,14.96,3,2,Transfer Bank
NST-2603-00738,Express,WH-UPG05,1.34,2,3,Kartu Kredit
NST-2603-00739,Reguler,WH-JKT01,13.27,5,6,COD
NST-2603-00740,Reguler,WH-SUB03,8.95,3,4,Transfer Bank
NST-2603-00741,Reguler,WH-UPG05,4.98,3,4,Transfer Bank
NST-2603-00742,Reguler,WH-JKT01,8.34,5,8,Transfer Bank
NST-2603-00743,Express,WH-SUB03,2.61,1,3,COD
NST-2603-00744,Reguler,WH-SUB03,5.63,3,2,E-Wallet
NST-2603-00745,Reguler,WH-SUB03,10.08,5,7,Kartu Kredit
NST-2603-00746,Kargo,WH-KNO04,21.13,7,8,COD
NST-2603-00747,Reguler,WH-UPG05,8.95,4,5,Kartu Kredit
NST-2603-00748,Reguler,WH-UPG05,9.55,3,3,COD
NST-2603-00749,Kargo,WH-UPG05,86.16,7,10,COD
NST-2603-00750,Express,WH-UPG05,,2,2,Kartu Kredit
NST-2603-00751,Reguler,WH-KNO04,14.74,3,3,Kartu Kredit
NST-2603-00752,Kargo,WH-UPG05,94.87,6,8,Kartu Kredit
NST-2603-00753,Express,WH-JKT01,2.23,1,2,E-Wallet
NST-2603-00754,Reguler,WH-SUB03,14.36,4,5,Transfer Bank
NST-2603-00755,Reguler,WH-KNO04,11.12,4,7,COD
NST-2603-00756,Express,WH-KNO04,3.44,1,2,Transfer Bank
NST-2603-00757,Express,WH-UPG05,3.51,1,1,Kartu Kredit
NST-2603-00758,Reguler,WH-SUB03,3.24,4,5,Kartu Kredit
NST-2603-00759,Kargo,WH-JKT01,93.85,7,11,COD
NST-2603-00760,Express,WH-SUB03,1.03,2,4,COD
NST-2603-00761,Reguler,WH-BDO02,9.6,4,5,COD
NST-2603-00762,Reguler,WH-SUB03,7.69,3,3,COD
NST-2603-00763,Reguler,WH-JKT01,6.23,4,7,COD
NST-2603-00764,Express,WH-JKT01,4.11,2,4,Kartu Kredit
NST-2603-00765,Reguler,WH-JKT01,10.52,3,3,COD
NST-2603-00766,Reguler,WH-KNO04,8.36,5,4,E-Wallet
NST-2603-00767,Express,WH-KNO04,4.63,2,2,Transfer Bank
NST-2603-00768,Kargo,WH-BDO02,86.3,5,5,Transfer Bank
